identificacion,capitalSuscrito,numeroTotalEmpleados
01791264118001,400000.0000,59
01791264517001,1200.0000,15
01791264797001,1360.0000,4
01791265424001,800.0000,5
01791266226001,1000000.0000,39
01791266757001,5000.0000,23
01791269039001,400.0000,2
01791271203001,17080.0000,4
01791272145001,4096.0000,11
01791179897001,800.0000,5
01791188640001,1567.2000,3
01791189159001,100000.0000,28
01591716979001,1900.0000,
01591723835001,800.0000,
01591724386001,1000.0000,
01591726990001,400.0000,
01591727253001,1000.0000,
01691728273001,800.0000,
01691728397001,800.0000,
01691728540001,500.0000,
01791092007001,2000.0000,43
01791104404001,160000.0000,
01790434478001,480.0000,19
01790460878001,1400.0000,6
01791869052001,517169.0000,94
01791869060001,800.0000,3
01791869095001,10000.0000,7
01791869133001,400.0000,4
01791869184001,150000.0000,19
01791869370001,12800.0000,2
01791869540001,800.0000,26
01791869915001,400.0000,
01791870247001,208000.0000,2
01791870816001,115800.0000,11
01791871588001,800.0000,1
01791872371001,366300.0000,35
01791872479001,400.0000,4
01791872592001,50000.0000,8
01791872606001,800.0000,2
01791872649001,1500.0000,5
01791873351001,400.0000,8
01791873505001,2000.0000,16
01791873696001,162000.0000,2
01791874099001,600.0000,6
01791874919001,1500.0000,2
01791875524001,2100.0000,1
01791875575001,400.0000,4
01791875842001,10000.0000,88
01791875966001,297923.0000,2
01791876415001,800.0000,2
01791876911001,71000.0000,14
01791877292001,1500.0000,2
01791877365001,800.0000,24
01791877438001,800.0000,2
01791877446001,700000.0000,65
01791877640001,400.0000,9
01791877829001,800.0000,4
01791878345001,1000.0000,4
01791878590001,800.0000,28
01791878604001,3000.0000,1
01791879090001,20800.0000,25
01791879198001,400.0000,6
01791879309001,10000.0000,3
01791879430001,13000.0000,21
01791879791001,10000.0000,14
01791880048001,27723.0000,1
01791880501001,1690170.0000,92
01791880706001,4000.0000,21
01791880781001,400.0000,3
01791880897001,2800.0000,8
01791880986001,800.0000,7
01791881079001,800.0000,4
01791881222001,984764.0000,10
01791881443001,1600.0000,48
01791881494001,5406.0000,3
01791881540001,800.0000,2
01791881850001,100000.0000,1
01791882164001,126660.0000,8
01791882253001,1245100.0000,147
00190138127001,800.0000,2
00190150461001,2400.0000,4
00190150593001,600.0000,1
00190150720001,10000.0000,4
00190150879001,400.0000,3
00190150992001,20800.0000,2
00190151514001,2360.0000,4
00190151875001,100000.0000,26
00190151883001,816.0000,3
00190152065001,380000.0000,31
00190152170001,1426.0000,4
00190152197001,7600.0000,3
00190152588001,1263500.0000,27
00190152820001,800.0000,2
00190152979001,407.0000,2
00190153320001,480.0000,8
00190153347001,1000.0000,3
00190153460001,888.0000,4
00190153665001,1200000.0000,1
00190153770001,1000.0000,17
00190153827001,14493.6000,14
00190153932001,15000.0000,6
00190153975001,4860.0000,2
00190154939001,7090970.0000,59
00190154998001,560.0000,1
00190155188001,1000000.0000,71
00190155218001,13764.0000,3
00190155315001,30000.0000,32
00190155714001,400.0000,2
00190156001001,15800.0000,2
00190156028001,13000.0000,6
00190156257001,215000.0000,43
00190156389001,500000.0000,35
00190156893001,20500.0000,2
00190157075001,100000.0000,42
00190157113001,400.0000,4
00190157857001,6000.0000,1
00190158411001,1020.0000,2
00190158500001,1692.9600,4
00190158616001,211880.0000,34
00190158772001,400.0000,3
00190158861001,8060.0000,15
00190159124001,631115.0000,35
00190159434001,800.0000,2
00190159558001,12400.0000,2
00190159663001,1500000.0000,55
00190003701001,35580800.0000,343
00190043207001,49752.0000,12
00190049531001,340600.0000,6
00190055906001,240000.0000,3
00190061884001,5166651.0000,166
00190067009001,120000.0000,2
00190075915001,400.0000,3
00190082164001,5000.0000,6
00190085473001,400.0000,4
00190087719001,10023578.0000,28
00190089037001,927000.0000,39
00190093816001,800.1600,3
00190094723001,400.0000,
00190096602001,10986.2400,10
00190101797001,317579.0000,18
00190101924001,900.0000,1
00190108066001,150000.0000,14
00190108821001,900.0000,2
00190117278001,50000.0000,156
00190121534001,10000.0000,38
00190122107001,3200.0000,14
00190122883001,85000.0000,52
00190128814001,10000.0000,4
00190135322001,810.0000,4
00190139875001,1000.0000,3
00190140261001,274128.0000,73
00190142477001,800.0000,3
00190145387001,800.0000,2
00190146812001,69000.0000,10
00190147398001,400.0000,33
00190148149001,15159027.0000,178
00190148262001,812.0000,1
00190148297001,407.0000,4
00190148491001,180437.6000,64
00190006182001,636794.0400,2
00190055507001,1900000.0000,35
00190055671001,10000.0000,3
00790053885001,2044.0000,5
00790056957001,1000000.0000,37
00790060016001,100000.0000,190
00790060164001,800.0000,67
00790060288001,4200000.0000,6
00790060547001,100000.0000,27
00790061071001,100000.0000,4
00790061578001,30000.0000,14
00790062078001,3800.0000,1
00790062086001,226000.0000,79
00790063848001,132000.0000,
00790064151001,4000.0000,2
00691763935001,1700.0000,
00691765296001,400.0000,
00691772403001,800.0000,
00691773558001,800.0000,
00691773655001,800.0000,
00691774708001,500.0000,0
00691775194001,107598.0000,
00691775232001,1500.0000,
00691775402001,800.0000,
00691775496001,400.0000,
00691776344001,6000.0000,
00691776514001,400.0000,
00691776522001,1000.0000,
00691776972001,600.0000,
00691778509001,400.0000,
00691778665001,5000.0000,
00691778878001,800.0000,
00691779653001,800.0000,
00691780686001,7000.0000,
00691780716001,400.0000,
00691780929001,10000.0000,
00691780988001,100.0000,
00691781267001,400.0000,
00691781410001,20000.0000,
00691782719001,100.0000,
00691783111001,400.0000,
00691783561001,400.0000,
00691783642001,400.0000,
00691783685001,300.0000,
00691783715001,450.0000,
00691783952001,400.0000,
00691783960001,1000.0000,
00691784263001,400.0000,
00691784278001,600.0000,
00691784362001,200.0000,
00691784429001,1000.0000,
00691784553001,2000.0000,
00790008731001,400.0000,6
00790010108001,4000.0000,2
00790011821001,1280.0000,2
00790013425001,1071671.3200,88
00790042727001,1413188.0000,150
00790044304001,40000.0000,21
00790046994001,5220.0000,3
00790047699001,20000.0000,67
00790049136001,130000.0000,92
00790051939001,553600.0000,115
00790053982001,400.0000,2
00790062388001,250000.0000,26
00790065883001,400.0000,11
00790067223001,56000.0000,29
00790069102001,2000.0000,18
00790074033001,800.0000,3
00790078020001,640.0000,20
00790080564001,10000.0000,19
00790081617001,120000.0000,10
00790082796001,8428.0000,2
00790084829001,11749.0000,53
00790090330001,45000.0000,110
00790091485001,3000.0000,5
00790091507001,8400.0000,4
00790091868001,2400.0000,2
00790091930001,2250000.0000,54
00790092147001,10000.0000,67
00790092732001,400.0000,6
00790092872001,800.0000,16
00790093453001,4000.0000,12
00790093607001,2000.0000,274
00790093917001,28400.0000,5
00790093933001,800.0000,4
00790094530001,2080.0000,2
00691773698001,800.0000,
00691773930001,19293.0000,
00691773973001,10000.0000,
00691774198001,1000.0000,
00691774317001,800.0000,
00691774384001,400.0000,
00691774635001,400.0000,
00691774783001,800.0000,
00691774953001,1000.0000,
00691776336001,400.0000,
00691776786001,400.0000,
00691776956001,10000.0000,
00691777227001,5000.0000,
00691777324001,1000.0000,
00691777413001,400.0000,
00691777944001,400.0000,
00691778045001,400.0000,
00691778738001,800.0000,
00691778754001,402.0000,
00691780236001,400.0000,
00691780252001,800.0000,
00691780767001,800.0000,
00291525229001,300.0000,
00291525865001,400.0000,
00691738191001,500.0000,2
00691741680001,800.0000,2
00691742075001,800.0000,4
00691746933001,1500.0000,2
00691748456001,1000.0000,4
00691748553001,400.0000,2
00691749525001,1000.0000,10
00691749630001,400.0000,3
00691749770001,10000.0000,3
00691750000001,800.0000,2
00691750760001,1000.0000,2
00691751562001,400.0000,3
00691753034001,800.0000,1
00691753085001,400.0000,3
00691753948001,945.0000,4
00691757072001,800.0000,
00691757374001,400.0000,
00691757382001,400.0000,
00190489361001,800.0000,
00190490270001,15000.0000,
00190497070001,100.0000,
00190497364001,62800.0000,
00190498085001,300.0000,
00391023336001,800.0000,
00190486761001,400.0000,
00591725238001,2000.0000,4
00591729128001,800.0000,4
00591730517001,800.0000,2
00691701166001,1000.0000,4
00691710211001,400.0000,15
00691714802001,10000.0000,15
00691719235001,816.0000,8
00190499049001,500.0000,
00190499294001,10000.0000,
00190502074001,50.0000,
00790066979001,1047278.0000,52
00790068025001,880.0000,12
00790068602001,2000.0000,2
00790069498001,3864.0000,25
00790070089001,800.0000,2
00790076087001,400.0000,2
00790077350001,400.0000,12
00790077369001,1000.0000,3
00790083504001,51000.0000,8
00790090683001,400.0000,15
00790092597001,287000.0000,28
00790092651001,180200.0000,3
00790092910001,2000.0000,8
00790093550001,800.0000,10
00790093682001,400.0000,8
00790093844001,750453.0000,25
00790094131001,800.0000,2
00790094549001,10000.0000,12
00790094581001,194121.0000,165
00790094964001,3000.0000,19
00790095057001,804.0000,2
00790095065001,10000.0000,2
00790095294001,400.0000,13
00790095448001,800.0000,2
00791702674001,402.0000,14
00791702887001,400.0000,2
00791706521001,2000.0000,2
00791707927001,30000.0000,257
00791708060001,800.0000,7
00791708087001,800.0000,8
00791708656001,805.0000,7
00791708842001,2350.0000,7
00791709385001,300750.0000,61
00791709563001,1200.0000,26
00791709652001,120000.0000,2
00791709709001,2000.0000,21
00791710049001,400.0000,1
00791710316001,332230.0000,22
00791711037001,11000.0000,2
00791711274001,666284.0000,31
00791711517001,1200.0000,7
00791711819001,400.0000,4
00791711932001,800.0000,3
00791711940001,1000.0000,2
00791712394001,1600.0000,3
00791712491001,2000.0000,8
00791712548001,400.0000,2
00791712807001,800.0000,21
00791713137001,800.0000,2
00791713269001,401436.0000,9
00791713307001,2500.0000,2
00791713536001,800.0000,5
00791713765001,400.0000,6
00791713935001,800.0000,2
00791714419001,100000.0000,2
00791714982001,800.0000,3
00791714990001,800.0000,6
00791715105001,800.0000,2
00791715164001,11000.0000,5
00791715539001,800.0000,14
00791715733001,1000.0000,39
00791715784001,400.0000,1
00791715881001,5000.0000,2
00791717035001,10800.0000,2
00791717361001,800.0000,6
00791718090001,50000.0000,7
00791718171001,805.0000,2
00791719178001,10000.0000,17
00791719208001,715428.0000,88
00791719399001,800.0000,2
00791719453001,800.0000,4
00791719860001,802.0000,2
00791719917001,1000.0000,7
00791719968001,836000.0000,63
00791720176001,800.0000,2
00791720249001,405.0000,2
00791720303001,800.0000,8
00791720508001,59000.0000,373
00791720524001,1200.0000,9
00391034053001,800.0000,
00391034067001,10.0000,
00391034072001,400.0000,
00391034077001,100.0000,
00391034079001,100.0000,
00491524685001,1000.0000,
00491529962001,800.0000,
00491532955001,1000.0000,
00491533153001,35000.0000,
00491533705001,200000.0000,
00491533788001,900.0000,
00591760165001,1000.0000,
00591760173001,1000.0000,
00591760351001,25243.0000,
00591760610001,10000.0000,
00591762656001,1000.0000,
00591762681001,1000.0000,
00591762698001,150.0000,
00591762733001,600.0000,
00591762735001,2.0000,
00591762761001,800.0000,
00591762773001,1000.0000,
00691710513001,400.0000,21
00691735729001,1050.0000,4
00691735753001,800.0000,3
00691736334001,920.0000,12
00691781569001,800.0000,
00691781941001,400.0000,
00691762378001,2000.0000,
00691762882001,1500.0000,
00691762912001,7500.0000,
00691763404001,450.0000,
00691763447001,400.0000,
00691764877001,1000.0000,
00691772918001,1000.0000,
00691773175001,1000.0000,
00691773728001,1000.0000,
00691774201001,400.0000,
00691774546001,10000.0000,0
00691774902001,400.0000,
00691775186001,400.0000,
00691777189001,1000.0000,
00691777812001,1000.0000,
00691777901001,2000.0000,
00691778290001,400.0000,
00691778495001,5000.0000,
00691778762001,10000.0000,
00691779750001,100.0000,
00691779947001,2000.0000,
00691780074001,400.0000,
00691780171001,500.0000,
00691780325001,400.0000,
00691781062001,400.0000,
00691781828001,500.0000,
00691782212001,200.0000,
00691782352001,1000.0000,
00691782972001,1000.0000,
00691783081001,400.0000,
00691783316001,1000.0000,
00691783383001,50.0000,
00691783758001,100.0000,
00691784304001,1000.0000,
00691784315001,2000.0000,
00691784405001,1000.0000,
00791710944001,400.0000,4
00791711118001,800.0000,3
00791713412001,400.0000,1
00791714001001,848.0000,2
00791714370001,85000.0000,15
00791719429001,800.0000,5
00791720001001,2000.0000,1
00791720087001,814.0000,4
00791720893001,400.0000,2
00791721067001,25000.0000,7
00791722675001,72000.0000,16
00791722772001,400400.0000,24
00791723248001,8000.0000,33
00791724104001,400.0000,6
00791724112001,800.0000,97
00790095715001,12000.0000,14
00790098536001,800.0000,6
00791702143001,3100000.0000,399
00791702860001,10000.0000,31
00791745829001,400.0000,4
00791745918001,1000.0000,1
00791745977001,8000.0000,7
00791745985001,2000.0000,15
00791746051001,10000.0000,7
00791746116001,676000.0000,2
00791746213001,20000.0000,2
00791746442001,400.0000,5
00791746531001,2000.0000,8
00791746884001,1000.0000,20
00791746930001,800.0000,2
00791747104001,1860.0000,4
00791747171001,2976.0000,2
00791747279001,4000.0000,2
00791747422001,800.0000,8
00791747457001,1320.0000,33
00791747562001,400.0000,1
00791747600001,800.0000,3
00791747651001,800.0000,4
00791748100001,30000.0000,14
00791748216001,9200.0000,3
00791749891001,500000.0000,130
00791750369001,2000.0000,2
00791750962001,100000.0000,5
00791751276001,400.0000,1
00791751349001,220000.0000,2
00791751535001,2000.0000,9
00791751543001,100000.0000,40
00190411915001,800.0000,2
00190412024001,400.0000,
00190412059001,402.0000,3
00190412105001,420.0000,2
00190412164001,810.0000,17
00190412245001,2000.0000,7
00190412482001,900.0000,2
00190412520001,30000.0000,16
00190412687001,4155000.0000,2
00190412776001,400.0000,4
00190413055001,400.0000,2
00190413098001,600.0000,4
00190413152001,5000.0000,1
00190413438001,10000.0000,3
00190413683001,10000.0000,2
00190413691001,800.0000,1
00190413780001,500.0000,5
00190383938001,15400.0000,8
00190398188001,406.0000,2
00190399788001,1500.0000,5
00190400344001,400.0000,2
00190400468001,800.0000,5
00190400476001,1000.0000,7
00190400514001,805.0000,2
00190400522001,1000.0000,2
00190400638001,656800.0000,4
00190400867001,800.0000,2
00190401146001,840.0000,2
00190401189001,440.0000,2
00190401316001,400.0000,2
00190401758001,400.0000,3
00190401782001,251000.0000,5
00190401812001,100400.0000,6
00190402134001,10000.0000,12
00190402312001,804.0000,1
00190403114001,400.0000,4
00190403548001,888.0000,2
00190403769001,400.0000,3
00190405338001,1000.0000,2
00190405559001,400.0000,5
00190405575001,800.0000,2
00190405591001,800.0000,2
00190405877001,10000.0000,3
00190406083001,800.0000,4
00190406164001,400.0000,1
00190406172001,400.0000,3
00190406288001,400.0000,2
00190406431001,400.0000,2
00190406539001,400.0000,1
00190406784001,400.0000,3
00190406792001,400.0000,4
00190406806001,400.0000,4
00190406814001,1000.0000,2
00190407039001,938.0000,1
00190407241001,1000.0000,19
00190407330001,50000.0000,4
00190407462001,800.0000,2
00190407659001,400.0000,1
00190407799001,400.0000,2
00190407845001,400.0000,11
00190407861001,1000.0000,8
00190407896001,800.0000,3
00190408000001,400.0000,2
00190408035001,10000.0000,6
00190408051001,20000.0000,3
00190408469001,600.0000,18
00190408604001,400.0000,2
00190408981001,400.0000,5
00190409066001,400.0000,1
00190409376001,400.0000,2
00190409481001,400.0000,2
00190409538001,50000.0000,15
00190409635001,400.0000,2
00190409880001,800.0000,3
00190410129001,2000.0000,3
00190410501001,400.0000,3
00190410684001,1900.0000,3
00190410978001,400.0000,3
00190400417001,5000.0000,2
00190400484001,10000.0000,4
00190400875001,600.0000,42
00190401731001,400.0000,2
00190402398001,68712.0000,10
00993131881001,800.0000,
00993132152001,800.0000,
00993132659001,1000.0000,
00993132934001,400.0000,
00993133078001,800.0000,
00993133183001,800.0000,
00993133450001,800.0000,
00993134198001,800.0000,
00993134244001,800.0000,
00993134368001,800.0000,
00993134929001,800.0000,
00993135348001,800.0000,
00993135461001,800.0000,
00993135739001,80000.0000,
00993137278001,1000.0000,
00993137596001,800.0000,
00993137871001,800.0000,
00993138169001,400.0000,
00993138819001,800.0000,
00993139386001,1000.0000,
00993191612001,800.0000,
00993191779001,800.0000,
00993192058001,800.0000,
00993192430001,800.0000,
00993150541001,924.0000,
00993150649001,800.0000,
00993151068001,,
00993151459001,800.0000,
00993152579001,800.0000,
00993154008001,800.0000,
00993154024001,800.0000,
00993155772001,800.0000,
00993156248001,,
00993156809001,80148.0000,
00993157678001,800.0000,
00993170887001,800.0000,
00993170925001,2000.0000,
00993171247001,800.0000,
00993171549001,1000.0000,
00993171611001,800.0000,
00993171980001,1200.0000,
00993172251001,20800.0000,
00993173401001,100000.0000,
00993173886001,400.0000,
00993173908001,800.0000,
00993173959001,30000.0000,
